epoch,loss,val_auroc,val_aupr,val_ece
1,0.12690915862005203,0.996254,0.9971187082636993,0.009810134333791243
2,0.04787171704182401,0.99729,0.9979939240476647,0.008467832677648413
3,0.031609739245614034,0.996859,0.9978160340368544,0.009715220148675156
